#Dataset	Class#	#Pos	All	%Pos	*.wc.arff has word count features (words pruned if <3 occurences)
fbis.wc.arff	0	92	2463	0.0374
fbis.wc.arff	1	94	2463	0.0382
fbis.wc.arff	2	46	2463	0.0187
fbis.wc.arff	3	387	2463	0.1571
fbis.wc.arff	4	139	2463	0.0564
fbis.wc.arff	5	46	2463	0.0187
fbis.wc.arff	6	121	2463	0.0491
fbis.wc.arff	7	506	2463	0.2054
fbis.wc.arff	8	65	2463	0.0264
fbis.wc.arff	9	125	2463	0.0508
fbis.wc.arff	10	358	2463	0.1454
fbis.wc.arff	11	190	2463	0.0771
fbis.wc.arff	12	119	2463	0.0483
fbis.wc.arff	13	46	2463	0.0187
fbis.wc.arff	14	48	2463	0.0195
fbis.wc.arff	15	43	2463	0.0175
fbis.wc.arff	16	38	2463	0.0154
la1s.wc.arff	0	354	3204	0.1105
la1s.wc.arff	1	555	3204	0.1732
la1s.wc.arff	2	341	3204	0.1064
la1s.wc.arff	3	943	3204	0.2943
la1s.wc.arff	4	273	3204	0.0852
la1s.wc.arff	5	738	3204	0.2303
la2s.wc.arff	0	375	3075	0.1220
la2s.wc.arff	1	487	3075	0.1584
la2s.wc.arff	2	301	3075	0.0979
la2s.wc.arff	3	905	3075	0.2943
la2s.wc.arff	4	248	3075	0.0807
la2s.wc.arff	5	759	3075	0.2468
oh0.wc.arff	0	57	1003	0.0568
oh0.wc.arff	1	71	1003	0.0708
oh0.wc.arff	2	76	1003	0.0758
oh0.wc.arff	3	181	1003	0.1805
oh0.wc.arff	4	115	1003	0.1147
oh0.wc.arff	5	136	1003	0.1356
oh0.wc.arff	6	194	1003	0.1934
oh0.wc.arff	7	66	1003	0.0658
oh0.wc.arff	8	51	1003	0.0508
oh0.wc.arff	9	56	1003	0.0558
oh10.wc.arff	0	126	1050	0.1200
oh10.wc.arff	1	165	1050	0.1571
oh10.wc.arff	2	87	1050	0.0829
oh10.wc.arff	3	165	1050	0.1571
oh10.wc.arff	4	148	1050	0.1410
oh10.wc.arff	5	60	1050	0.0571
oh10.wc.arff	6	70	1050	0.0667
oh10.wc.arff	7	61	1050	0.0581
oh10.wc.arff	8	52	1050	0.0495
oh10.wc.arff	9	116	1050	0.1105
oh15.wc.arff	0	56	913	0.0613
oh15.wc.arff	1	53	913	0.0581
oh15.wc.arff	2	69	913	0.0756
oh15.wc.arff	3	98	913	0.1073
oh15.wc.arff	4	106	913	0.1161
oh15.wc.arff	5	154	913	0.1687
oh15.wc.arff	6	56	913	0.0613
oh15.wc.arff	7	98	913	0.1073
oh15.wc.arff	8	157	913	0.1720
oh15.wc.arff	9	66	913	0.0723
oh5.wc.arff	0	74	918	0.0806
oh5.wc.arff	1	72	918	0.0784
oh5.wc.arff	2	61	918	0.0664
oh5.wc.arff	3	149	918	0.1623
oh5.wc.arff	4	85	918	0.0926
oh5.wc.arff	5	120	918	0.1307
oh5.wc.arff	6	93	918	0.1013
oh5.wc.arff	7	144	918	0.1569
oh5.wc.arff	8	61	918	0.0664
oh5.wc.arff	9	59	918	0.0643
ohscal.wc.arff	0	1159	11162	0.1038
ohscal.wc.arff	1	709	11162	0.0635
ohscal.wc.arff	2	764	11162	0.0684
ohscal.wc.arff	3	1001	11162	0.0897
ohscal.wc.arff	4	864	11162	0.0774
ohscal.wc.arff	5	1621	11162	0.1452
ohscal.wc.arff	6	1037	11162	0.0929
ohscal.wc.arff	7	1297	11162	0.1162
ohscal.wc.arff	8	1450	11162	0.1299
ohscal.wc.arff	9	1260	11162	0.1129
re0.wc.arff	0	38	1504	0.0253
re0.wc.arff	1	60	1504	0.0399
re0.wc.arff	2	80	1504	0.0532
re0.wc.arff	3	16	1504	0.0106
re0.wc.arff	4	219	1504	0.1456
re0.wc.arff	5	37	1504	0.0246
re0.wc.arff	6	39	1504	0.0259
re0.wc.arff	7	11	1504	0.0073
re0.wc.arff	8	608	1504	0.4043
re0.wc.arff	9	42	1504	0.0279
re0.wc.arff	10	20	1504	0.0133
re0.wc.arff	11	319	1504	0.2121
re0.wc.arff	12	15	1504	0.0100
re1.wc.arff	0	31	1657	0.0187
re1.wc.arff	1	20	1657	0.0121
re1.wc.arff	2	48	1657	0.0290
re1.wc.arff	3	99	1657	0.0597
re1.wc.arff	4	37	1657	0.0223
re1.wc.arff	5	17	1657	0.0103
re1.wc.arff	6	330	1657	0.1992
re1.wc.arff	7	20	1657	0.0121
re1.wc.arff	8	19	1657	0.0115
re1.wc.arff	9	87	1657	0.0525
re1.wc.arff	10	371	1657	0.2239
re1.wc.arff	11	31	1657	0.0187
re1.wc.arff	12	42	1657	0.0253
re1.wc.arff	13	15	1657	0.0091
re1.wc.arff	14	27	1657	0.0163
re1.wc.arff	15	50	1657	0.0302
re1.wc.arff	16	13	1657	0.0078
re1.wc.arff	17	18	1657	0.0109
re1.wc.arff	18	32	1657	0.0193
re1.wc.arff	19	137	1657	0.0827
re1.wc.arff	20	106	1657	0.0640
re1.wc.arff	21	18	1657	0.0109
re1.wc.arff	22	60	1657	0.0362
re1.wc.arff	23	19	1657	0.0115
re1.wc.arff	24	10	1657	0.0060
tr11.wc.arff	0	21	414	0.0507
tr11.wc.arff	1	74	414	0.1787
tr11.wc.arff	2	132	414	0.3188
tr11.wc.arff	3	20	414	0.0483
tr11.wc.arff	4	69	414	0.1667
tr11.wc.arff	5	52	414	0.1256
tr11.wc.arff	6	6	414	0.0145
tr11.wc.arff	7	11	414	0.0266
tr11.wc.arff	8	29	414	0.0700
tr12.wc.arff	0	93	313	0.2971
